Drug1,Drug2,VITAMINS,SYMPTOMS,vitamin_labels,combined_text,vitamin_inferred,inference_confidence
Fluocinoloneacetonide,Enoxacin,D,"Boneweakness,fatigue",['D'],"fluocinoloneacetonide enoxacin boneweakness,fatigue",False,
Paramethasone,Enoxacin,D,"Boneweakness,fatigue",['D'],"paramethasone enoxacin boneweakness,fatigue",False,
Prednicarbate,Enoxacin,D,"Boneweakness,fatigue",['D'],"prednicarbate enoxacin boneweakness,fatigue",False,
Rimexolone,Enoxacin,D,"Boneweakness,fatigue",['D'],"rimexolone enoxacin boneweakness,fatigue",False,
Betamethasone,Enoxacin,D,"Boneweakness,fatigue",['D'],"betamethasone enoxacin boneweakness,fatigue",False,
Deflazacort,Enoxacin,D,"Boneweakness,fatigue",['D'],"deflazacort enoxacin boneweakness,fatigue",False,
Desonide,Enoxacin,D,"Boneweakness,fatigue",['D'],"desonide enoxacin boneweakness,fatigue",False,
Amcinonide,Enoxacin,D,"Boneweakness,fatigue",['D'],"amcinonide enoxacin boneweakness,fatigue",False,
Estronesulfate,Enoxacin,D,"Boneweakness,fatigue",['D'],"estronesulfate enoxacin boneweakness,fatigue",False,
Equilin,Enoxacin,D,"Boneweakness,fatigue",['D'],"equilin enoxacin boneweakness,fatigue",False,
Ulobetasol,Enoxacin,D,"Boneweakness,fatigue",['D'],"ulobetasol enoxacin boneweakness,fatigue",False,
Loteprednol,Enoxacin,D,"Boneweakness,fatigue",['D'],"loteprednol enoxacin boneweakness,fatigue",False,
Halcinonide,Enoxacin,D,"Boneweakness,fatigue",['D'],"halcinonide enoxacin boneweakness,fatigue",False,
Fluocortolone,Enoxacin,D,"Boneweakness,fatigue",['D'],"fluocortolone enoxacin boneweakness,fatigue",False,
Flurandrenolide,Enoxacin,D,"Boneweakness,fatigue",['D'],"flurandrenolide enoxacin boneweakness,fatigue",False,
Budesonide,Enoxacin,D,"Boneweakness,fatigue",['D'],"budesonide enoxacin boneweakness,fatigue",False,
Difluocortolone,Enoxacin,D,"Boneweakness,fatigue",['D'],"difluocortolone enoxacin boneweakness,fatigue",False,
Medrysone,Enoxacin,D,"Boneweakness,fatigue",['D'],"medrysone enoxacin boneweakness,fatigue",False,
Clocortolone,Enoxacin,D,"Boneweakness,fatigue",['D'],"clocortolone enoxacin boneweakness,fatigue",False,
Hydrocortisone,Enoxacin,D,"Boneweakness,fatigue",['D'],"hydrocortisone enoxacin boneweakness,fatigue",False,
Fluorometholone,Enoxacin,D,"Boneweakness,fatigue",['D'],"fluorometholone enoxacin boneweakness,fatigue",False,
Clobetasone,Enoxacin,D,"Boneweakness,fatigue",['D'],"clobetasone enoxacin boneweakness,fatigue",False,
Fenbufen,Enoxacin,D,"Boneweakness,fatigue",['D'],"fenbufen enoxacin boneweakness,fatigue",False,
Meclofenamicacid,Enoxacin,D,"Boneweakness,fatigue",['D'],"meclofenamicacid enoxacin boneweakness,fatigue",False,
Lumiracoxib,Enoxacin,D,"Boneweakness,fatigue",['D'],"lumiracoxib enoxacin boneweakness,fatigue",False,
Tolmetin,Enoxacin,D,"Boneweakness,fatigue",['D'],"tolmetin enoxacin boneweakness,fatigue",False,
Tenoxicam,Enoxacin,D,"Boneweakness,fatigue",['D'],"tenoxicam enoxacin boneweakness,fatigue",False,
Cholinemagnesiumtrisalicylate,Enoxacin,D,"Boneweakness,fatigue",['D'],"cholinemagnesiumtrisalicylate enoxacin boneweakness,fatigue",False,
Etoricoxib,Enoxacin,D,"Boneweakness,fatigue",['D'],"etoricoxib enoxacin boneweakness,fatigue",False,
Suprofen,Enoxacin,D,"Boneweakness,fatigue",['D'],"suprofen enoxacin boneweakness,fatigue",False,
Flurbiprofen,Enoxacin,D,"Boneweakness,fatigue",['D'],"flurbiprofen enoxacin boneweakness,fatigue",False,
Indomethacin,Enoxacin,D,"Boneweakness,fatigue",['D'],"indomethacin enoxacin boneweakness,fatigue",False,
Oxyphenazone,Enoxacin,D,"Boneweakness,fatigue",['D'],"oxyphenazone enoxacin boneweakness,fatigue",False,
Icatibant,Enoxacin,D,"Boneweakness,fatigue",['D'],"icatibant enoxacin boneweakness,fatigue",False,
Alclofenac,Enoxacin,D,"Boneweakness,fatigue",['D'],"alclofenac enoxacin boneweakness,fatigue",False,
Etodolac,Enoxacin,D,"Boneweakness,fatigue",['D'],"etodolac enoxacin boneweakness,fatigue",False,
Droxicam,Enoxacin,D,"Boneweakness,fatigue",['D'],"droxicam enoxacin boneweakness,fatigue",False,
Apremilast,Enoxacin,D,"Boneweakness,fatigue",['D'],"apremilast enoxacin boneweakness,fatigue",False,
Tolfenamicacid,Enoxacin,D,"Boneweakness,fatigue",['D'],"tolfenamicacid enoxacin boneweakness,fatigue",False,
Lornoxicam,Enoxacin,D,"Boneweakness,fatigue",['D'],"lornoxicam enoxacin boneweakness,fatigue",False,
Bromfenac,Enoxacin,D,"Boneweakness,fatigue",['D'],"bromfenac enoxacin boneweakness,fatigue",False,
Propacetamol,Enoxacin,B12,"Fatigue,tingling,memoryissues",['B12'],"propacetamol enoxacin fatigue,tingling,memoryissues",False,
Parecoxib,Enoxacin,D,"Boneweakness,fatigue",['D'],"parecoxib enoxacin boneweakness,fatigue",False,
Phenylazone,Enoxacin,D,"Boneweakness,fatigue",['D'],"phenylazone enoxacin boneweakness,fatigue",False,
Acemetacin,Enoxacin,D,"Boneweakness,fatigue",['D'],"acemetacin enoxacin boneweakness,fatigue",False,
Teriflunomide,Enoxacin,B12,"Fatigue,,anemia",['B12'],"teriflunomide enoxacin fatigue,,anemia",False,
Nabumetone,Enoxacin,D,"Boneweakness,fatigue",['D'],"nabumetone enoxacin boneweakness,fatigue",False,
Epirizole,Enoxacin,D,"Boneweakness,fatigue",['D'],"epirizole enoxacin boneweakness,fatigue",False,
Ketorolac,Enoxacin,D,"Boneweakness,fatigue",['D'],"ketorolac enoxacin boneweakness,fatigue",False,
Salsalate,Enoxacin,D,"Boneweakness,fatigue",['D'],"salsalate enoxacin boneweakness,fatigue",False,
Aceclofenac,Enoxacin,D,"Boneweakness,fatigue",['D'],"aceclofenac enoxacin boneweakness,fatigue",False,
Niflumicacid,Enoxacin,D,"Boneweakness,fatigue",['D'],"niflumicacid enoxacin boneweakness,fatigue",False,
Zaltoprofen,Enoxacin,D,"Boneweakness,fatigue",['D'],"zaltoprofen enoxacin boneweakness,fatigue",False,
Naproxen,Enoxacin,D,"Boneweakness,fatigue",['D'],"naproxen enoxacin boneweakness,fatigue",False,
Pimecrolimus,Enoxacin,D,"Boneweakness,fatigue",['D'],"pimecrolimus enoxacin boneweakness,fatigue",False,
Antipyrine,Enoxacin,D,"Boneweakness,fatigue",['D'],"antipyrine enoxacin boneweakness,fatigue",False,
Meloxicam,Enoxacin,D,"Boneweakness,fatigue",['D'],"meloxicam enoxacin boneweakness,fatigue",False,
Clonixin,Enoxacin,D,"Boneweakness,fatigue",['D'],"clonixin enoxacin boneweakness,fatigue",False,
Piroxicam,Enoxacin,D,"Boneweakness,fatigue",['D'],"piroxicam enoxacin boneweakness,fatigue",False,
Fenoprofen,Enoxacin,D,"Boneweakness,fatigue",['D'],"fenoprofen enoxacin boneweakness,fatigue",False,
Oxaprozin,Enoxacin,D,"Boneweakness,fatigue",['D'],"oxaprozin enoxacin boneweakness,fatigue",False,
Salicylamide,Enoxacin,D,"Boneweakness,fatigue",['D'],"salicylamide enoxacin boneweakness,fatigue",False,
Loxoprofen,Enoxacin,D,"Boneweakness,fatigue",['D'],"loxoprofen enoxacin boneweakness,fatigue",False,
Zileuton,Enoxacin,D,"Boneweakness,fatigue",['D'],"zileuton enoxacin boneweakness,fatigue",False,
Floctafenine,Enoxacin,D,"Boneweakness,fatigue",['D'],"floctafenine enoxacin boneweakness,fatigue",False,
Ibuprofen,Enoxacin,D,"Boneweakness,fatigue",['D'],"ibuprofen enoxacin boneweakness,fatigue",False,
Etofenamate,Enoxacin,D,"Boneweakness,fatigue",['D'],"etofenamate enoxacin boneweakness,fatigue",False,
Diclofenac,Enoxacin,D,"Boneweakness,fatigue",['D'],"diclofenac enoxacin boneweakness,fatigue",False,
Nepafenac,Enoxacin,D,"Boneweakness,fatigue",['D'],"nepafenac enoxacin boneweakness,fatigue",False,
Benzydamine,Enoxacin,D,"Boneweakness,fatigue",['D'],"benzydamine enoxacin boneweakness,fatigue",False,
Ketoprofen,Enoxacin,D,"Boneweakness,fatigue",['D'],"ketoprofen enoxacin boneweakness,fatigue",False,
Mefenamicacid,Enoxacin,D,"Boneweakness,fatigue",['D'],"mefenamicacid enoxacin boneweakness,fatigue",False,
Adapalene,Enoxacin,A,"Dryskin,visionissues",['A'],"adapalene enoxacin dryskin,visionissues",False,
Varenicline,Enoxacin,B12,"Fatigue,ness,tingling",['B12'],"varenicline enoxacin fatigue,ness,tingling",False,
Strontiumranelate,Enoxacin,"Ca,D","Bonepain,weakness",['D'],"strontiumranelate enoxacin bonepain,weakness",False,
Cyclophosphamide,Fleroxacin,B12,"Fatigue,ness,tingling",['B12'],"cyclophosphamide fleroxacin fatigue,ness,tingling",False,
Paclitaxel,Fleroxacin,B12,"Fatigue,ness,tingling",['B12'],"paclitaxel fleroxacin fatigue,ness,tingling",False,
Docetaxel,Fleroxacin,B12,"Fatigue,ness,tingling",['B12'],"docetaxel fleroxacin fatigue,ness,tingling",False,
Cabazitaxel,Fleroxacin,B12,"Fatigue,ness,tingling",['B12'],"cabazitaxel fleroxacin fatigue,ness,tingling",False,
Acarbose,Fleroxacin,B12,"Fatigue,ness,tingling",['B12'],"acarbose fleroxacin fatigue,ness,tingling",False,
Sunitinib,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"sunitinib fleroxacin bonepain,muscleweakness",False,
Prednisolone,Fleroxacin,"Ca,D","Bonepain,muscleweakness",['D'],"prednisolone fleroxacin bonepain,muscleweakness",False,
Dexamethasone,Fleroxacin,"Ca,D","Bonepain,muscleweakness",['D'],"dexamethasone fleroxacin bonepain,muscleweakness",False,
Prednisone,Fleroxacin,"Ca,D","Bonepain,muscleweakness",['D'],"prednisone fleroxacin bonepain,muscleweakness",False,
Methylprednisolone,Fleroxacin,"Ca,D","Bonepain,muscleweakness",['D'],"methylprednisolone fleroxacin bonepain,muscleweakness",False,
Formestane,Fleroxacin,D,"Bonepain,fatigue",['D'],"formestane fleroxacin bonepain,fatigue",False,
Olsalazine,Fleroxacin,B12,"Fatigue,ness,tingling",['B12'],"olsalazine fleroxacin fatigue,ness,tingling",False,
Resveratrol,Fleroxacin,B12,"Fatigue,ness,tingling",['B12'],"resveratrol fleroxacin fatigue,ness,tingling",False,
Masoprocol,Fleroxacin,B12,"Fatigue,ness,tingling",['B12'],"masoprocol fleroxacin fatigue,ness,tingling",False,
Sulindac,Fleroxacin,B12,"Fatigue,ness,tingling",['B12'],"sulindac fleroxacin fatigue,ness,tingling",False,
Pirfenidone,Fleroxacin,B12,"Fatigue,ness,tingling",['B12'],"pirfenidone fleroxacin fatigue,ness,tingling",False,
Mycophenolatemofetil,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"mycophenolatemofetil fleroxacin bonepain,muscleweakness",False,
Leflunomide,Fleroxacin,"Ca,D","Bonepain,muscleweakness",['D'],"leflunomide fleroxacin bonepain,muscleweakness",False,
Vemurafenib,Fleroxacin,"Ca,D","Bonepain,muscleweakness",['D'],"vemurafenib fleroxacin bonepain,muscleweakness",False,
Warfarin,Fleroxacin,"Ca,D","Bonepain,muscleweakness",['D'],"warfarin fleroxacin bonepain,muscleweakness",False,
Phenprocoumon,Fleroxacin,"Ca,D","Bonepain,muscleweakness",['D'],"phenprocoumon fleroxacin bonepain,muscleweakness",False,
Phenindione,Fleroxacin,D,"Bonepain,fatigue",['D'],"phenindione fleroxacin bonepain,fatigue",False,
Rosiglitazone,Fleroxacin,B12,"Fatigue,ness,tingling",['B12'],"rosiglitazone fleroxacin fatigue,ness,tingling",False,
Nimesulide,Fleroxacin,C,"Bleedinggums,slowwoundhealing",['C'],"nimesulide fleroxacin bleedinggums,slowwoundhealing",False,
Azelastine,Fleroxacin,B12,"Fatigue,tingling,ness",['B12'],"azelastine fleroxacin fatigue,tingling,ness",False,
Tranilast,Fleroxacin,C,"Gumbleeding,easybruising",['C'],"tranilast fleroxacin gumbleeding,easybruising",False,
Chlorpropamide,Fleroxacin,B12,"Fatigue,ness,tingling",['B12'],"chlorpropamide fleroxacin fatigue,ness,tingling",False,
Glipizide,Fleroxacin,B12,"Fatigue,ness,tingling",['B12'],"glipizide fleroxacin fatigue,ness,tingling",False,
Tolamide,Fleroxacin,B12,"Fatigue,ness,tingling",['B12'],"tolamide fleroxacin fatigue,ness,tingling",False,
Nateglinide,Fleroxacin,B12,"Fatigue,ness,tingling",['B12'],"nateglinide fleroxacin fatigue,ness,tingling",False,
Gliclazide,Fleroxacin,B12,"Fatigue,ness,tingling",['B12'],"gliclazide fleroxacin fatigue,ness,tingling",False,
Pioglitazone,Fleroxacin,B12,"Fatigue,ness,tingling",['B12'],"pioglitazone fleroxacin fatigue,ness,tingling",False,
Mifepristone,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"mifepristone fleroxacin bonepain,muscleweakness",False,
Metformin,Fleroxacin,B12,"Fatigue,",['B12'],"metformin fleroxacin fatigue,",False,
Tolazamide,Fleroxacin,B12,"Fatigue,ness,tingling",['B12'],"tolazamide fleroxacin fatigue,ness,tingling",False,
Glimepiride,Fleroxacin,B12,"Fatigue,ness,tingling",['B12'],"glimepiride fleroxacin fatigue,ness,tingling",False,
Repaglinide,Fleroxacin,B12,"Fatigue,ness,tingling",['B12'],"repaglinide fleroxacin fatigue,ness,tingling",False,
Glyburide,Fleroxacin,B12,"Fatigue,ness,tingling",['B12'],"glyburide fleroxacin fatigue,ness,tingling",False,
Bromocriptine,Fleroxacin,B6,"Irritability,depression,confusion",['B6'],"bromocriptine fleroxacin irritability,depression,confusion",False,
Seratrodast,Fleroxacin,C,"Bleedinggums,poorwoundhealing",['C'],"seratrodast fleroxacin bleedinggums,poorwoundhealing",False,
Chloroquine,Fleroxacin,B12,"Fatigue,",['B12'],"chloroquine fleroxacin fatigue,",False,
Celecoxib,Fleroxacin,C,"Gumbleeding,slowwoundhealing",['C'],"celecoxib fleroxacin gumbleeding,slowwoundhealing",False,
Naftifine,Fleroxacin,C,"Gumbleeding,slowwoundhealing",['C'],"naftifine fleroxacin gumbleeding,slowwoundhealing",False,
Fluticasonepropionate,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"fluticasonepropionate fleroxacin bonepain,muscleweakness",False,
Olopatadine,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"olopatadine fleroxacin easybruising,slowwoundhealing",False,
Fluticasonefuroate,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"fluticasonefuroate fleroxacin bonepain,muscleweakness",False,
Prasterone,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"prasterone fleroxacin bonepain,muscleweakness",False,
Diflorasone,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"diflorasone fleroxacin bonepain,muscleweakness",False,
Flumethasone,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"flumethasone fleroxacin bonepain,muscleweakness",False,
Desoximetasone,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"desoximetasone fleroxacin bonepain,muscleweakness",False,
Mometasone,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"mometasone fleroxacin bonepain,muscleweakness",False,
Clobetasolpropionate,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"clobetasolpropionate fleroxacin bonepain,muscleweakness",False,
Estrone,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"estrone fleroxacin bonepain,muscleweakness",False,
Difluprednate,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"difluprednate fleroxacin bonepain,muscleweakness",False,
Fluprednidene,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"fluprednidene fleroxacin bonepain,muscleweakness",False,
Beclomethasonedipropionate,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"beclomethasonedipropionate fleroxacin bonepain,muscleweakness",False,
Tixocortol,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"tixocortol fleroxacin bonepain,muscleweakness",False,
Fluocinonide,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"fluocinonide fleroxacin bonepain,muscleweakness",False,
Ciclesonide,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"ciclesonide fleroxacin bonepain,muscleweakness",False,
Cortisoneacetate,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"cortisoneacetate fleroxacin bonepain,muscleweakness",False,
Alclometasone,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"alclometasone fleroxacin bonepain,muscleweakness",False,
Fludrocortisone,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"fludrocortisone fleroxacin bonepain,muscleweakness",False,
Flunisolide,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"flunisolide fleroxacin bonepain,muscleweakness",False,
Triamcinolone,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"triamcinolone fleroxacin bonepain,muscleweakness",False,
Fluocinoloneacetonide,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"fluocinoloneacetonide fleroxacin bonepain,muscleweakness",False,
Paramethasone,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"paramethasone fleroxacin bonepain,muscleweakness",False,
Prednicarbate,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"prednicarbate fleroxacin bonepain,muscleweakness",False,
Rimexolone,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"rimexolone fleroxacin bonepain,muscleweakness",False,
Betamethasone,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"betamethasone fleroxacin bonepain,muscleweakness",False,
Deflazacort,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"deflazacort fleroxacin bonepain,muscleweakness",False,
Desonide,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"desonide fleroxacin bonepain,muscleweakness",False,
Amcinonide,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"amcinonide fleroxacin bonepain,muscleweakness",False,
Estronesulfate,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"estronesulfate fleroxacin bonepain,muscleweakness",False,
Equilin,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"equilin fleroxacin bonepain,muscleweakness",False,
Ulobetasol,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"ulobetasol fleroxacin bonepain,muscleweakness",False,
Loteprednol,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"loteprednol fleroxacin bonepain,muscleweakness",False,
Halcinonide,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"halcinonide fleroxacin bonepain,muscleweakness",False,
Fluocortolone,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"fluocortolone fleroxacin bonepain,muscleweakness",False,
Flurandrenolide,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"flurandrenolide fleroxacin bonepain,muscleweakness",False,
Budesonide,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"budesonide fleroxacin bonepain,muscleweakness",False,
Difluocortolone,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"difluocortolone fleroxacin bonepain,muscleweakness",False,
Medrysone,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"medrysone fleroxacin bonepain,muscleweakness",False,
Clocortolone,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"clocortolone fleroxacin bonepain,muscleweakness",False,
Hydrocortisone,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"hydrocortisone fleroxacin bonepain,muscleweakness",False,
Fluorometholone,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"fluorometholone fleroxacin bonepain,muscleweakness",False,
Clobetasone,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"clobetasone fleroxacin bonepain,muscleweakness",False,
Fenbufen,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"fenbufen fleroxacin easybruising,slowwoundhealing",False,
Meclofenamicacid,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"meclofenamicacid fleroxacin easybruising,slowwoundhealing",False,
Lumiracoxib,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"lumiracoxib fleroxacin easybruising,slowwoundhealing",False,
Tolmetin,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"tolmetin fleroxacin easybruising,slowwoundhealing",False,
Tenoxicam,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"tenoxicam fleroxacin easybruising,slowwoundhealing",False,
Etoricoxib,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"etoricoxib fleroxacin easybruising,slowwoundhealing",False,
Suprofen,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"suprofen fleroxacin easybruising,slowwoundhealing",False,
Flurbiprofen,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"flurbiprofen fleroxacin easybruising,slowwoundhealing",False,
Indomethacin,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"indomethacin fleroxacin easybruising,slowwoundhealing",False,
Oxyphenazone,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"oxyphenazone fleroxacin easybruising,slowwoundhealing",False,
Icatibant,Fleroxacin,B12,"Fatigue,ness,tingling",['B12'],"icatibant fleroxacin fatigue,ness,tingling",False,
Alclofenac,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"alclofenac fleroxacin easybruising,slowwoundhealing",False,
Etodolac,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"etodolac fleroxacin easybruising,slowwoundhealing",False,
Droxicam,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"droxicam fleroxacin easybruising,slowwoundhealing",False,
Apremilast,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"apremilast fleroxacin easybruising,slowwoundhealing",False,
Tolfenamicacid,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"tolfenamicacid fleroxacin easybruising,slowwoundhealing",False,
Lornoxicam,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"lornoxicam fleroxacin easybruising,slowwoundhealing",False,
Bromfenac,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"bromfenac fleroxacin easybruising,slowwoundhealing",False,
Propacetamol,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"propacetamol fleroxacin easybruising,slowwoundhealing",False,
Parecoxib,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"parecoxib fleroxacin easybruising,slowwoundhealing",False,
Phenylazone,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"phenylazone fleroxacin easybruising,slowwoundhealing",False,
Acemetacin,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"acemetacin fleroxacin easybruising,slowwoundhealing",False,
Teriflunomide,Fleroxacin,B12,"Fatigue,ness,tingling",['B12'],"teriflunomide fleroxacin fatigue,ness,tingling",False,
Nabumetone,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"nabumetone fleroxacin easybruising,slowwoundhealing",False,
Epirizole,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"epirizole fleroxacin easybruising,slowwoundhealing",False,
Ketorolac,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"ketorolac fleroxacin easybruising,slowwoundhealing",False,
Salsalate,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"salsalate fleroxacin easybruising,slowwoundhealing",False,
Aceclofenac,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"aceclofenac fleroxacin easybruising,slowwoundhealing",False,
Niflumicacid,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"niflumicacid fleroxacin easybruising,slowwoundhealing",False,
Zaltoprofen,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"zaltoprofen fleroxacin easybruising,slowwoundhealing",False,
Naproxen,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"naproxen fleroxacin easybruising,slowwoundhealing",False,
Pimecrolimus,Fleroxacin,D,"Bonepain,muscleweakness",['D'],"pimecrolimus fleroxacin bonepain,muscleweakness",False,
Antipyrine,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"antipyrine fleroxacin easybruising,slowwoundhealing",False,
Meloxicam,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"meloxicam fleroxacin easybruising,slowwoundhealing",False,
Clonixin,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"clonixin fleroxacin easybruising,slowwoundhealing",False,
Piroxicam,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"piroxicam fleroxacin easybruising,slowwoundhealing",False,
Fenoprofen,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"fenoprofen fleroxacin easybruising,slowwoundhealing",False,
Oxaprozin,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"oxaprozin fleroxacin easybruising,slowwoundhealing",False,
Salicylamide,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"salicylamide fleroxacin easybruising,slowwoundhealing",False,
Loxoprofen,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"loxoprofen fleroxacin easybruising,slowwoundhealing",False,
Zileuton,Fleroxacin,B6,"Irritability,depression,peripheral",['B6'],"zileuton fleroxacin irritability,depression,peripheral",False,
Floctafenine,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"floctafenine fleroxacin easybruising,slowwoundhealing",False,
Ibuprofen,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"ibuprofen fleroxacin easybruising,slowwoundhealing",False,
Etofenamate,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"etofenamate fleroxacin easybruising,slowwoundhealing",False,
Diclofenac,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"diclofenac fleroxacin easybruising,slowwoundhealing",False,
Nepafenac,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"nepafenac fleroxacin easybruising,slowwoundhealing",False,
Benzydamine,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"benzydamine fleroxacin easybruising,slowwoundhealing",False,
Ketoprofen,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"ketoprofen fleroxacin easybruising,slowwoundhealing",False,
Mefenamicacid,Fleroxacin,C,"Easybruising,slowwoundhealing",['C'],"mefenamicacid fleroxacin easybruising,slowwoundhealing",False,
Adapalene,Fleroxacin,A,"Dryskin,nightblindness",['A'],"adapalene fleroxacin dryskin,nightblindness",False,
Varenicline,Fleroxacin,B12,"Fatigue,ness,tingling,cognitiveissues",['B12'],"varenicline fleroxacin fatigue,ness,tingling,cognitiveissues",False,
Tiaprofenicacid,Gemifloxacin,B12,"Fatigue,ness,tingling,memoryissues",['B12'],"tiaprofenicacid gemifloxacin fatigue,ness,tingling,memoryissues",False,
Carprofen,Gemifloxacin,B12,"Fatigue,ness,tingling,memoryissues",['B12'],"carprofen gemifloxacin fatigue,ness,tingling,memoryissues",False,
Paclitaxel,Gemifloxacin,D,"Bonepain,muscleweakness",['D'],"paclitaxel gemifloxacin bonepain,muscleweakness",False,
Docetaxel,Gemifloxacin,D,"Bonepain,muscleweakness",['D'],"docetaxel gemifloxacin bonepain,muscleweakness",False,
Cabazitaxel,Gemifloxacin,D,"Bonepain,muscleweakness",['D'],"cabazitaxel gemifloxacin bonepain,muscleweakness",False,
Acarbose,Gemifloxacin,B12,"Fatigue,ness,tingling",['B12'],"acarbose gemifloxacin fatigue,ness,tingling",False,
Crizotinib,Gemifloxacin,D,"Bonepain,muscleweakness",['D'],"crizotinib gemifloxacin bonepain,muscleweakness",False,
Nilotinib,Gemifloxacin,D,"Bonepain,muscleweakness",['D'],"nilotinib gemifloxacin bonepain,muscleweakness",False,
